plate_well,primer_combi
714_plate_N16,m714mm365
714_plate_O16,m714mm185
714_plate_P16,m714mm377
714_plate_A17,m714mm102
714_plate_B17,m714mm294
714_plate_C17,m714mm114
714_plate_D17,m714mm306
714_plate_E17,m714mm126
714_plate_F17,m714mm318
714_plate_G17,m714mm138
714_plate_H17,m714mm330
714_plate_I17,m714mm150
714_plate_J17,m714mm342
714_plate_K17,m714mm162
714_plate_L17,m714mm354
714_plate_M17,m714mm174
714_plate_N17,m714mm366
714_plate_O17,m714mm186
714_plate_P17,m714mm378
714_plate_A18,m714mm103
714_plate_B18,m714mm295
714_plate_C18,m714mm115
714_plate_D18,m714mm307
714_plate_E18,m714mm127
714_plate_F18,m714mm319
714_plate_G18,m714mm139
714_plate_H18,m714mm331
714_plate_I18,m714mm151
714_plate_J18,m714mm343
714_plate_K18,m714mm163
714_plate_L18,m714mm355
714_plate_M18,m714mm175
714_plate_N18,m714mm367
714_plate_O18,m714mm187
714_plate_P18,m714mm379
714_plate_A19,m714mm104
714_plate_B19,m714mm296
714_plate_C19,m714mm116
714_plate_D19,m714mm308
714_plate_E19,m714mm128
714_plate_F19,m714mm320
714_plate_G19,m714mm140
714_plate_H19,m714mm332
714_plate_I19,m714mm152
714_plate_J19,m714mm344
714_plate_K19,m714mm164
714_plate_L19,m714mm356
714_plate_M19,m714mm176
714_plate_N19,m714mm368
714_plate_O19,m714mm188
714_plate_P19,m714mm380
714_plate_A20,m714mm105
714_plate_B20,m714mm297
714_plate_C20,m714mm117
714_plate_D20,m714mm309
714_plate_E20,m714mm129
714_plate_F20,m714mm321
714_plate_G20,m714mm141
714_plate_H20,m714mm333
714_plate_I20,m714mm153
714_plate_J20,m714mm345
714_plate_K20,m714mm165
714_plate_L20,m714mm357
714_plate_M20,m714mm177
714_plate_N20,m714mm369
714_plate_O20,m714mm189
714_plate_P20,m714mm381
714_plate_A21,m714mm106
714_plate_B21,m714mm298
714_plate_C21,m714mm118
714_plate_D21,m714mm310
714_plate_E21,m714mm130
714_plate_F21,m714mm322
714_plate_G21,m714mm142
714_plate_H21,m714mm334
714_plate_I21,m714mm154
714_plate_J21,m714mm346
714_plate_K21,m714mm166
714_plate_L21,m714mm358
714_plate_M21,m714mm178
714_plate_N21,m714mm370
714_plate_O21,m714mm190
714_plate_P21,m714mm382
714_plate_A22,m714mm107
714_plate_B22,m714mm299
714_plate_C22,m714mm119
714_plate_D22,m714mm311
714_plate_E22,m714mm131
714_plate_F22,m714mm323
714_plate_G22,m714mm143
714_plate_H22,m714mm335
714_plate_I22,m714mm155
714_plate_J22,m714mm347
714_plate_K22,m714mm167
714_plate_L22,m714mm359
714_plate_M22,m714mm179
714_plate_N22,m714mm371
714_plate_O22,m714mm191
714_plate_P22,m714mm383
714_plate_A23,m714mm108
714_plate_B23,m714mm300
714_plate_C23,m714mm120
714_plate_D23,m714mm312
714_plate_E23,m714mm132
714_plate_F23,m714mm324
714_plate_G23,m714mm144
714_plate_H23,m714mm336
714_plate_I23,m714mm156
714_plate_J23,m714mm348
714_plate_K23,m714mm168
714_plate_L23,m714mm360
714_plate_M23,m714mm180
714_plate_N23,m714mm372
714_plate_O23,m714mm192
714_plate_P23,m714mm384
714_plate_A24,m714mm109
714_plate_B24,m714mm301
714_plate_C24,m714mm121
714_plate_D24,m714mm313
714_plate_E24,m714mm133
714_plate_F24,m714mm325
714_plate_G24,m714mm145
714_plate_H24,m714mm337
714_plate_I24,m714mm157
714_plate_J24,m714mm349
714_plate_K24,m714mm169
714_plate_L24,m714mm361
714_plate_M24,m714mm181
714_plate_N24,m714mm373
714_plate_O24,m714mm193
714_plate_P24,m714mNA
715_plate_A1,m715mm2
715_plate_B1,m715mm194
715_plate_C1,m715mm14
715_plate_D1,m715mm206
715_plate_E1,m715mm26
715_plate_F1,m715mm218
715_plate_G1,m715mm38
715_plate_H1,m715mm230
715_plate_I1,m715mm50
715_plate_J1,m715mm242
715_plate_K1,m715mm62
715_plate_L1,m715mm254
715_plate_M1,m715mm74
715_plate_N1,m715mm266
715_plate_O1,m715mm86
715_plate_P1,m715mm278
715_plate_A2,m715mm3
715_plate_B2,m715mm195
715_plate_C2,m715mm15
715_plate_D2,m715mm207
715_plate_E2,m715mm27
715_plate_F2,m715mm219
715_plate_G2,m715mm39
715_plate_H2,m715mm231
715_plate_I2,m715mm51
715_plate_J2,m715mm243
715_plate_K2,m715mm63
715_plate_L2,m715mm255
715_plate_M2,m715mm75
715_plate_N2,m715mm267
715_plate_O2,m715mm87
715_plate_P2,m715mm279
715_plate_A3,m715mm4
715_plate_B3,m715mm196
715_plate_C3,m715mm16
715_plate_D3,m715mm208
715_plate_E3,m715mm28
715_plate_F3,m715mm220
715_plate_G3,m715mm40
715_plate_H3,m715mm232
715_plate_I3,m715mm52
715_plate_J3,m715mm244
715_plate_K3,m715mm64
715_plate_L3,m715mm256
715_plate_M3,m715mm76
715_plate_N3,m715mm268
715_plate_O3,m715mm88
715_plate_P3,m715mm280
715_plate_A4,m715mm5
715_plate_B4,m715mm197
715_plate_C4,m715mm17
715_plate_D4,m715mm209
715_plate_E4,m715mm29
715_plate_F4,m715mm221
715_plate_G4,m715mm41
715_plate_H4,m715mm233
715_plate_I4,m715mm53
715_plate_J4,m715mm245
715_plate_K4,m715mm65
715_plate_L4,m715mm257
715_plate_M4,m715mm77
715_plate_N4,m715mm269
715_plate_O4,m715mm89
715_plate_P4,m715mm281
715_plate_A5,m715mm6
715_plate_B5,m715mm198
715_plate_C5,m715mm18
715_plate_D5,m715mm210
715_plate_E5,m715mm30
715_plate_F5,m715mm222
715_plate_G5,m715mm42
715_plate_H5,m715mm234
715_plate_I5,m715mm54
715_plate_J5,m715mm246
715_plate_K5,m715mm66
715_plate_L5,m715mm258
715_plate_M5,m715mm78
715_plate_N5,m715mm270
715_plate_O5,m715mm90
715_plate_P5,m715mm282
715_plate_A6,m715mm7
715_plate_B6,m715mm199
715_plate_C6,m715mm19
715_plate_D6,m715mm211
715_plate_E6,m715mm31
715_plate_F6,m715mm223
715_plate_G6,m715mm43
715_plate_H6,m715mm235
715_plate_I6,m715mm55
715_plate_J6,m715mm247
715_plate_K6,m715mm67
715_plate_L6,m715mm259
715_plate_M6,m715mm79
715_plate_N6,m715mm271
715_plate_O6,m715mm91
715_plate_P6,m715mm283
715_plate_A7,m715mm8
715_plate_B7,m715mm200
715_plate_C7,m715mm20
715_plate_D7,m715mm212
715_plate_E7,m715mm32
715_plate_F7,m715mm224
715_plate_G7,m715mm44
715_plate_H7,m715mm236
715_plate_I7,m715mm56
715_plate_J7,m715mm248
715_plate_K7,m715mm68
715_plate_L7,m715mm260
715_plate_M7,m715mm80
715_plate_N7,m715mm272
715_plate_O7,m715mm92
715_plate_P7,m715mm284
715_plate_A8,m715mm9
715_plate_B8,m715mm201
715_plate_C8,m715mm21
715_plate_D8,m715mm213
715_plate_E8,m715mm33
715_plate_F8,m715mm225
715_plate_G8,m715mm45
715_plate_H8,m715mm237
715_plate_I8,m715mm57
715_plate_J8,m715mm249
715_plate_K8,m715mm69
715_plate_L8,m715mm261
715_plate_M8,m715mm81
715_plate_N8,m715mm273
715_plate_O8,m715mm93
715_plate_P8,m715mm285
715_plate_A9,m715mm10
715_plate_B9,m715mm202
715_plate_C9,m715mm22
715_plate_D9,m715mm214
715_plate_E9,m715mm34
715_plate_F9,m715mm226
715_plate_G9,m715mm46
715_plate_H9,m715mm238
715_plate_I9,m715mm58
715_plate_J9,m715mm250
715_plate_K9,m715mm70
715_plate_L9,m715mm262
715_plate_M9,m715mm82
715_plate_N9,m715mm274
715_plate_O9,m715mm94
715_plate_P9,m715mm286
715_plate_A10,m715mm11
715_plate_B10,m715mm203
715_plate_C10,m715mm23
715_plate_D10,m715mm215
715_plate_E10,m715mm35
715_plate_F10,m715mm227
715_plate_G10,m715mm47
715_plate_H10,m715mm239
715_plate_I10,m715mm59
715_plate_J10,m715mm251
715_plate_K10,m715mm71
715_plate_L10,m715mm263
715_plate_M10,m715mm83
715_plate_N10,m715mm275
715_plate_O10,m715mm95
715_plate_P10,m715mm287
715_plate_A11,m715mm12
715_plate_B11,m715mm204
715_plate_C11,m715mm24
715_plate_D11,m715mm216
715_plate_E11,m715mm36
715_plate_F11,m715mm228
715_plate_G11,m715mm48
715_plate_H11,m715mm240
715_plate_I11,m715mm60
715_plate_J11,m715mm252
715_plate_K11,m715mm72
715_plate_L11,m715mm264
715_plate_M11,m715mm84
715_plate_N11,m715mm276
715_plate_O11,m715mm96
715_plate_P11,m715mm288
715_plate_A12,m715mm13
715_plate_B12,m715mm205
715_plate_C12,m715mm25
715_plate_D12,m715mm217
715_plate_E12,m715mm37
715_plate_F12,m715mm229
715_plate_G12,m715mm49
715_plate_H12,m715mm241
715_plate_I12,m715mm61
715_plate_J12,m715mm253
715_plate_K12,m715mm73
715_plate_L12,m715mm265
715_plate_M12,m715mm85
715_plate_N12,m715mm277
715_plate_O12,m715mm97
715_plate_P12,m715mm289
715_plate_A13,m715mm98
715_plate_B13,m715mm290
715_plate_C13,m715mm110
715_plate_D13,m715mm302
715_plate_E13,m715mm122
715_plate_F13,m715mm314
715_plate_G13,m715mm134
715_plate_H13,m715mm326
715_plate_I13,m715mm146
715_plate_J13,m715mm338
715_plate_K13,m715mm158
715_plate_L13,m715mm350
715_plate_M13,m715mm170
715_plate_N13,m715mm362
715_plate_O13,m715mm182
715_plate_P13,m715mm374
715_plate_A14,m715mm99
715_plate_B14,m715mm291
715_plate_C14,m715mm111
715_plate_D14,m715mm303
715_plate_E14,m715mm123
715_plate_F14,m715mm315
715_plate_G14,m715mm135
715_plate_H14,m715mm327
715_plate_I14,m715mm147
715_plate_J14,m715mm339
715_plate_K14,m715mm159
715_plate_L14,m715mm351
715_plate_M14,m715mm171
715_plate_N14,m715mm363
715_plate_O14,m715mm183
715_plate_P14,m715mm375
715_plate_A15,m715mm100
715_plate_B15,m715mm292
715_plate_C15,m715mm112
715_plate_D15,m715mm304
715_plate_E15,m715mm124
715_plate_F15,m715mm316
715_plate_G15,m715mm136
715_plate_H15,m715mm328
715_plate_I15,m715mm148
715_plate_J15,m715mm340
715_plate_K15,m715mm160
715_plate_L15,m715mm352
715_plate_M15,m715mm172
715_plate_N15,m715mm364
715_plate_O15,m715mm184
715_plate_P15,m715mm376
715_plate_A16,m715mm101
715_plate_B16,m715mm293
715_plate_C16,m715mm113
715_plate_D16,m715mm305
715_plate_E16,m715mm125
715_plate_F16,m715mm317
715_plate_G16,m715mm137
715_plate_H16,m715mm329
715_plate_I16,m715mm149
715_plate_J16,m715mm341
715_plate_K16,m715mm161
715_plate_L16,m715mm353
715_plate_M16,m715mm173
715_plate_N16,m715mm365
715_plate_O16,m715mm185
715_plate_P16,m715mm377
715_plate_A17,m715mm102
715_plate_B17,m715mm294
715_plate_C17,m715mm114
715_plate_D17,m715mm306
715_plate_E17,m715mm126
715_plate_F17,m715mm318
715_plate_G17,m715mm138
715_plate_H17,m715mm330
715_plate_I17,m715mm150
715_plate_J17,m715mm342
715_plate_K17,m715mm162
715_plate_L17,m715mm354
715_plate_M17,m715mm174
715_plate_N17,m715mm366
715_plate_O17,m715mm186
715_plate_P17,m715mm378
715_plate_A18,m715mm103
715_plate_B18,m715mm295
715_plate_C18,m715mm115
715_plate_D18,m715mm307
715_plate_E18,m715mm127
715_plate_F18,m715mm319
715_plate_G18,m715mm139
715_plate_H18,m715mm331
715_plate_I18,m715mm151
715_plate_J18,m715mm343
715_plate_K18,m715mm163
715_plate_L18,m715mm355
715_plate_M18,m715mm175
715_plate_N18,m715mm367
715_plate_O18,m715mm187
715_plate_P18,m715mm379
715_plate_A19,m715mm104
715_plate_B19,m715mm296
715_plate_C19,m715mm116
715_plate_D19,m715mm308
715_plate_E19,m715mm128
715_plate_F19,m715mm320
715_plate_G19,m715mm140
715_plate_H19,m715mm332
715_plate_I19,m715mm152
715_plate_J19,m715mm344
715_plate_K19,m715mm164
715_plate_L19,m715mm356
715_plate_M19,m715mm176
715_plate_N19,m715mm368
715_plate_O19,m715mm188
715_plate_P19,m715mm380
715_plate_A20,m715mm105
715_plate_B20,m715mm297
715_plate_C20,m715mm117
715_plate_D20,m715mm309
715_plate_E20,m715mm129
715_plate_F20,m715mm321
715_plate_G20,m715mm141
715_plate_H20,m715mm333
715_plate_I20,m715mm153
715_plate_J20,m715mm345
715_plate_K20,m715mm165
715_plate_L20,m715mm357
715_plate_M20,m715mm177
715_plate_N20,m715mm369
715_plate_O20,m715mm189
715_plate_P20,m715mm381
715_plate_A21,m715mm106
715_plate_B21,m715mm298
715_plate_C21,m715mm118
715_plate_D21,m715mm310
715_plate_E21,m715mm130
715_plate_F21,m715mm322
715_plate_G21,m715mm142
715_plate_H21,m715mm334
715_plate_I21,m715mm154
715_plate_J21,m715mm346
715_plate_K21,m715mm166
715_plate_L21,m715mm358
715_plate_M21,m715mm178
715_plate_N21,m715mm370
715_plate_O21,m715mm190
715_plate_P21,m715mm382
715_plate_A22,m715mm107
715_plate_B22,m715mm299
715_plate_C22,m715mm119
715_plate_D22,m715mm311
715_plate_E22,m715mm131
715_plate_F22,m715mm323
715_plate_G22,m715mm143
715_plate_H22,m715mm335
715_plate_I22,m715mm155
715_plate_J22,m715mm347
715_plate_K22,m715mm167
715_plate_L22,m715mm359
715_plate_M22,m715mm179
715_plate_N22,m715mm371
715_plate_O22,m715mm191
715_plate_P22,m715mm383
715_plate_A23,m715mm108
715_plate_B23,m715mm300
715_plate_C23,m715mm120
715_plate_D23,m715mm312
715_plate_E23,m715mm132
715_plate_F23,m715mm324
715_plate_G23,m715mm144
715_plate_H23,m715mm336
715_plate_I23,m715mm156
715_plate_J23,m715mm348
715_plate_K23,m715mm168
715_plate_L23,m715mm360
715_plate_M23,m715mm180
715_plate_N23,m715mm372
715_plate_O23,m715mm192
715_plate_P23,m715mm384
715_plate_A24,m715mm109
715_plate_B24,m715mm301
715_plate_C24,m715mm121
715_plate_D24,m715mm313
715_plate_E24,m715mm133
715_plate_F24,m715mm325
715_plate_G24,m715mm145
715_plate_H24,m715mm337
715_plate_I24,m715mm157
715_plate_J24,m715mm349
715_plate_K24,m715mm169
715_plate_L24,m715mm361
715_plate_M24,m715mm181
715_plate_N24,m715mm373
715_plate_O24,m715mm193
715_plate_P24,m715mNA
716_plate_A1,m716mm2
716_plate_B1,m716mm194
716_plate_C1,m716mm14
716_plate_D1,m716mm206
716_plate_E1,m716mm26
716_plate_F1,m716mm218
716_plate_G1,m716mm38
716_plate_H1,m716mm230
716_plate_I1,m716mm50
716_plate_J1,m716mm242
716_plate_K1,m716mm62
716_plate_L1,m716mm254
716_plate_M1,m716mm74
716_plate_N1,m716mm266
716_plate_O1,m716mm86
716_plate_P1,m716mm278
716_plate_A2,m716mm3
716_plate_B2,m716mm195
716_plate_C2,m716mm15
716_plate_D2,m716mm207
716_plate_E2,m716mm27
716_plate_F2,m716mm219
716_plate_G2,m716mm39
716_plate_H2,m716mm231
716_plate_I2,m716mm51
716_plate_J2,m716mm243
716_plate_K2,m716mm63
716_plate_L2,m716mm255
716_plate_M2,m716mm75
716_plate_N2,m716mm267
716_plate_O2,m716mm87
716_plate_P2,m716mm279
716_plate_A3,m716mm4
716_plate_B3,m716mm196
716_plate_C3,m716mm16
716_plate_D3,m716mm208
716_plate_E3,m716mm28
716_plate_F3,m716mm220
716_plate_G3,m716mm40
716_plate_H3,m716mm232
716_plate_I3,m716mm52
716_plate_J3,m716mm244
716_plate_K3,m716mm64
716_plate_L3,m716mm256
716_plate_M3,m716mm76
716_plate_N3,m716mm268
716_plate_O3,m716mm88
716_plate_P3,m716mm280
716_plate_A4,m716mm5
716_plate_B4,m716mm197
716_plate_C4,m716mm17
716_plate_D4,m716mm209
716_plate_E4,m716mm29
716_plate_F4,m716mm221
716_plate_G4,m716mm41
716_plate_H4,m716mm233
716_plate_I4,m716mm53
716_plate_J4,m716mm245
716_plate_K4,m716mm65
716_plate_L4,m716mm257
716_plate_M4,m716mm77
716_plate_N4,m716mm269
716_plate_O4,m716mm89
716_plate_P4,m716mm281
716_plate_A5,m716mm6
716_plate_B5,m716mm198
716_plate_C5,m716mm18
716_plate_D5,m716mm210
716_plate_E5,m716mm30
716_plate_F5,m716mm222
716_plate_G5,m716mm42
716_plate_H5,m716mm234
716_plate_I5,m716mm54
716_plate_J5,m716mm246
716_plate_K5,m716mm66
716_plate_L5,m716mm258
716_plate_M5,m716mm78
716_plate_N5,m716mm270
716_plate_O5,m716mm90
716_plate_P5,m716mm282
716_plate_A6,m716mm7
716_plate_B6,m716mm199
716_plate_C6,m716mm19
716_plate_D6,m716mm211
716_plate_E6,m716mm31
716_plate_F6,m716mm223
716_plate_G6,m716mm43
716_plate_H6,m716mm235
716_plate_I6,m716mm55
716_plate_J6,m716mm247
716_plate_K6,m716mm67
716_plate_L6,m716mm259
716_plate_M6,m716mm79
716_plate_N6,m716mm271
716_plate_O6,m716mm91
716_plate_P6,m716mm283
716_plate_A7,m716mm8
716_plate_B7,m716mm200
716_plate_C7,m716mm20
716_plate_D7,m716mm212
716_plate_E7,m716mm32
716_plate_F7,m716mm224
716_plate_G7,m716mm44
716_plate_H7,m716mm236
716_plate_I7,m716mm56
716_plate_J7,m716mm248
716_plate_K7,m716mm68
716_plate_L7,m716mm260
716_plate_M7,m716mm80
716_plate_N7,m716mm272
716_plate_O7,m716mm92
716_plate_P7,m716mm284
716_plate_A8,m716mm9
716_plate_B8,m716mm201
716_plate_C8,m716mm21
716_plate_D8,m716mm213
716_plate_E8,m716mm33
716_plate_F8,m716mm225
716_plate_G8,m716mm45
716_plate_H8,m716mm237
716_plate_I8,m716mm57
716_plate_J8,m716mm249
716_plate_K8,m716mm69
716_plate_L8,m716mm261
716_plate_M8,m716mm81
716_plate_N8,m716mm273
716_plate_O8,m716mm93
716_plate_P8,m716mm285
716_plate_A9,m716mm10
716_plate_B9,m716mm202
716_plate_C9,m716mm22
716_plate_D9,m716mm214
716_plate_E9,m716mm34
716_plate_F9,m716mm226
716_plate_G9,m716mm46
716_plate_H9,m716mm238
716_plate_I9,m716mm58
716_plate_J9,m716mm250
716_plate_K9,m716mm70
716_plate_L9,m716mm262
716_plate_M9,m716mm82
716_plate_N9,m716mm274
716_plate_O9,m716mm94
716_plate_P9,m716mm286
716_plate_A10,m716mm11
716_plate_B10,m716mm203
716_plate_C10,m716mm23
716_plate_D10,m716mm215
716_plate_E10,m716mm35
716_plate_F10,m716mm227
716_plate_G10,m716mm47
716_plate_H10,m716mm239
716_plate_I10,m716mm59
716_plate_J10,m716mm251
716_plate_K10,m716mm71
716_plate_L10,m716mm263
716_plate_M10,m716mm83
716_plate_N10,m716mm275
716_plate_O10,m716mm95
716_plate_P10,m716mm287
716_plate_A11,m716mm12
716_plate_B11,m716mm204
716_plate_C11,m716mm24
716_plate_D11,m716mm216
716_plate_E11,m716mm36
716_plate_F11,m716mm228
716_plate_G11,m716mm48
716_plate_H11,m716mm240
716_plate_I11,m716mm60
716_plate_J11,m716mm252
716_plate_K11,m716mm72
716_plate_L11,m716mm264
716_plate_M11,m716mm84
716_plate_N11,m716mm276
716_plate_O11,m716mm96
716_plate_P11,m716mm288
716_plate_A12,m716mm13
716_plate_B12,m716mm205
716_plate_C12,m716mm25
716_plate_D12,m716mm217
716_plate_E12,m716mm37
716_plate_F12,m716mm229
716_plate_G12,m716mm49
716_plate_H12,m716mm241
716_plate_I12,m716mm61
716_plate_J12,m716mm253
716_plate_K12,m716mm73
716_plate_L12,m716mm265
716_plate_M12,m716mm85
716_plate_N12,m716mm277
716_plate_O12,m716mm97
716_plate_P12,m716mm289
716_plate_A13,m716mm98
716_plate_B13,m716mm290
716_plate_C13,m716mm110
716_plate_D13,m716mm302
716_plate_E13,m716mm122
716_plate_F13,m716mm314
716_plate_G13,m716mm134
716_plate_H13,m716mm326
716_plate_I13,m716mm146
716_plate_J13,m716mm338
716_plate_K13,m716mm158
716_plate_L13,m716mm350
716_plate_M13,m716mm170
716_plate_N13,m716mm362
716_plate_O13,m716mm182
716_plate_P13,m716mm374
716_plate_A14,m716mm99
716_plate_B14,m716mm291
716_plate_C14,m716mm111
716_plate_D14,m716mm303
716_plate_E14,m716mm123
716_plate_F14,m716mm315
716_plate_G14,m716mm135
716_plate_H14,m716mm327
716_plate_I14,m716mm147
716_plate_J14,m716mm339
716_plate_K14,m716mm159
716_plate_L14,m716mm351
716_plate_M14,m716mm171
716_plate_N14,m716mm363
716_plate_O14,m716mm183
716_plate_P14,m716mm375
716_plate_A15,m716mm100
716_plate_B15,m716mm292
716_plate_C15,m716mm112
716_plate_D15,m716mm304
716_plate_E15,m716mm124
716_plate_F15,m716mm316
716_plate_G15,m716mm136
716_plate_H15,m716mm328
716_plate_I15,m716mm148
716_plate_J15,m716mm340
716_plate_K15,m716mm160
716_plate_L15,m716mm352
716_plate_M15,m716mm172
716_plate_N15,m716mm364
716_plate_O15,m716mm184
716_plate_P15,m716mm376
716_plate_A16,m716mm101
716_plate_B16,m716mm293
716_plate_C16,m716mm113
716_plate_D16,m716mm305
716_plate_E16,m716mm125
716_plate_F16,m716mm317
716_plate_G16,m716mm137
716_plate_H16,m716mm329
716_plate_I16,m716mm149
716_plate_J16,m716mm341
716_plate_K16,m716mm161
716_plate_L16,m716mm353
716_plate_M16,m716mm173
716_plate_N16,m716mm365
716_plate_O16,m716mm185
716_plate_P16,m716mm377
716_plate_A17,m716mm102
716_plate_B17,m716mm294
716_plate_C17,m716mm114
716_plate_D17,m716mm306
716_plate_E17,m716mm126
716_plate_F17,m716mm318
716_plate_G17,m716mm138
716_plate_H17,m716mm330
716_plate_I17,m716mm150
716_plate_J17,m716mm342
716_plate_K17,m716mm162
716_plate_L17,m716mm354
716_plate_M17,m716mm174
716_plate_N17,m716mm366
716_plate_O17,m716mm186
716_plate_P17,m716mm378
716_plate_A18,m716mm103
716_plate_B18,m716mm295
716_plate_C18,m716mm115
716_plate_D18,m716mm307
716_plate_E18,m716mm127
716_plate_F18,m716mm319
716_plate_G18,m716mm139
716_plate_H18,m716mm331
716_plate_I18,m716mm151
716_plate_J18,m716mm343
716_plate_K18,m716mm163
716_plate_L18,m716mm355
716_plate_M18,m716mm175
716_plate_N18,m716mm367
716_plate_O18,m716mm187
716_plate_P18,m716mm379
716_plate_A19,m716mm104
716_plate_B19,m716mm296
716_plate_C19,m716mm116
716_plate_D19,m716mm308
716_plate_E19,m716mm128
716_plate_F19,m716mm320
716_plate_G19,m716mm140
716_plate_H19,m716mm332
716_plate_I19,m716mm152
716_plate_J19,m716mm344
716_plate_K19,m716mm164
716_plate_L19,m716mm356
716_plate_M19,m716mm176
716_plate_N19,m716mm368
716_plate_O19,m716mm188
716_plate_P19,m716mm380
716_plate_A20,m716mm105
716_plate_B20,m716mm297
716_plate_C20,m716mm117
716_plate_D20,m716mm309
716_plate_E20,m716mm129
716_plate_F20,m716mm321
716_plate_G20,m716mm141
716_plate_H20,m716mm333
716_plate_I20,m716mm153
716_plate_J20,m716mm345
716_plate_K20,m716mm165
716_plate_L20,m716mm357
716_plate_M20,m716mm177
716_plate_N20,m716mm369
716_plate_O20,m716mm189
716_plate_P20,m716mm381
716_plate_A21,m716mm106
716_plate_B21,m716mm298
716_plate_C21,m716mm118
716_plate_D21,m716mm310
716_plate_E21,m716mm130
716_plate_F21,m716mm322
716_plate_G21,m716mm142
716_plate_H21,m716mm334
716_plate_I21,m716mm154
716_plate_J21,m716mm346
716_plate_K21,m716mm166
716_plate_L21,m716mm358
716_plate_M21,m716mm178
716_plate_N21,m716mm370
716_plate_O21,m716mm190
716_plate_P21,m716mm382
716_plate_A22,m716mm107
716_plate_B22,m716mm299
716_plate_C22,m716mm119
716_plate_D22,m716mm311
716_plate_E22,m716mm131
716_plate_F22,m716mm323
716_plate_G22,m716mm143
716_plate_H22,m716mm335
716_plate_I22,m716mm155
716_plate_J22,m716mm347
716_plate_K22,m716mm167
716_plate_L22,m716mm359
716_plate_M22,m716mm179
716_plate_N22,m716mm371
716_plate_O22,m716mm191
716_plate_P22,m716mm383
716_plate_A23,m716mm108
716_plate_B23,m716mm300
716_plate_C23,m716mm120
716_plate_D23,m716mm312
716_plate_E23,m716mm132
716_plate_F23,m716mm324
716_plate_G23,m716mm144
716_plate_H23,m716mm336
716_plate_I23,m716mm156
716_plate_J23,m716mm348
716_plate_K23,m716mm168
716_plate_L23,m716mm360
716_plate_M23,m716mm180
716_plate_N23,m716mm372
716_plate_O23,m716mm192
716_plate_P23,m716mm384
716_plate_A24,m716mm109
716_plate_B24,m716mm301
716_plate_C24,m716mm121
716_plate_D24,m716mm313
716_plate_E24,m716mm133
716_plate_F24,m716mm325
716_plate_G24,m716mm145
716_plate_H24,m716mm337
716_plate_I24,m716mm157
716_plate_J24,m716mm349
716_plate_K24,m716mm169
716_plate_L24,m716mm361
716_plate_M24,m716mm181
716_plate_N24,m716mm373
716_plate_O24,m716mm193
716_plate_P24,m716mNA
718_plate_A1,m718mm2
718_plate_B1,m718mm194
718_plate_C1,m718mm14
718_plate_D1,m718mm206
718_plate_E1,m718mm26
718_plate_F1,m718mm218
718_plate_G1,m718mm38
718_plate_H1,m718mm230
718_plate_I1,m718mm50
718_plate_J1,m718mm242
718_plate_K1,m718mm62
718_plate_L1,m718mm254
718_plate_M1,m718mm74
718_plate_N1,m718mm266
718_plate_O1,m718mm86
718_plate_P1,m718mm278
718_plate_A2,m718mm3
718_plate_B2,m718mm195
718_plate_C2,m718mm15
718_plate_D2,m718mm207
718_plate_E2,m718mm27
718_plate_F2,m718mm219
718_plate_G2,m718mm39
718_plate_H2,m718mm231
718_plate_I2,m718mm51
718_plate_J2,m718mm243
718_plate_K2,m718mm63
718_plate_L2,m718mm255
718_plate_M2,m718mm75
718_plate_N2,m718mm267
718_plate_O2,m718mm87
718_plate_P2,m718mm279
718_plate_A3,m718mm4
718_plate_B3,m718mm196
718_plate_C3,m718mm16
718_plate_D3,m718mm208
718_plate_E3,m718mm28
718_plate_F3,m718mm220
718_plate_G3,m718mm40
718_plate_H3,m718mm232
718_plate_I3,m718mm52
718_plate_J3,m718mm244
718_plate_K3,m718mm64
718_plate_L3,m718mm256
718_plate_M3,m718mm76
718_plate_N3,m718mm268
718_plate_O3,m718mm88
718_plate_P3,m718mm280
718_plate_A4,m718mm5
718_plate_B4,m718mm197
718_plate_C4,m718mm17
718_plate_D4,m718mm209
718_plate_E4,m718mm29
718_plate_F4,m718mm221
718_plate_G4,m718mm41
718_plate_H4,m718mm233
718_plate_I4,m718mm53
718_plate_J4,m718mm245
718_plate_K4,m718mm65
718_plate_L4,m718mm257
718_plate_M4,m718mm77
718_plate_N4,m718mm269
718_plate_O4,m718mm89
718_plate_P4,m718mm281
718_plate_A5,m718mm6
718_plate_B5,m718mm198
718_plate_C5,m718mm18
718_plate_D5,m718mm210
718_plate_E5,m718mm30
718_plate_F5,m718mm222
718_plate_G5,m718mm42
718_plate_H5,m718mm234
718_plate_I5,m718mm54
718_plate_J5,m718mm246
718_plate_K5,m718mm66
718_plate_L5,m718mm258
718_plate_M5,m718mm78
718_plate_N5,m718mm270
718_plate_O5,m718mm90
718_plate_P5,m718mm282
718_plate_A6,m718mm7
718_plate_B6,m718mm199
718_plate_C6,m718mm19
718_plate_D6,m718mm211
718_plate_E6,m718mm31
718_plate_F6,m718mm223
718_plate_G6,m718mm43
718_plate_H6,m718mm235
718_plate_I6,m718mm55
718_plate_J6,m718mm247
718_plate_K6,m718mm67
718_plate_L6,m718mm259
718_plate_M6,m718mm79
718_plate_N6,m718mm271
718_plate_O6,m718mm91
718_plate_P6,m718mm283
718_plate_A7,m718mm8
718_plate_B7,m718mm200
718_plate_C7,m718mm20
718_plate_D7,m718mm212
